date,sensor_number,calls_number,Myotis brandtii,Myotis daubentonii,Myotis nattereri,Nyctalus leisleri,Nyctalus noctula,Pipistrellus nathusii,Pipistrellus pipistrellus,Pipistrellus pygmaeus,Plecotus auritus,Plecotus austriacus
2019-04-19,6,1339,0,12,0,26,26,177,1066,30,2,0
2019-04-19,9,17,1,0,0,0,0,13,3,0,0,0
2019-04-19,10,7,0,0,0,0,0,1,6,0,0,0
2019-04-19,11,163,0,0,0,10,0,30,117,6,0,0
2019-04-19,14,28,0,0,0,1,0,3,9,15,0,0
2019-04-20,1,14,0,0,0,1,0,1,12,0,0,0
2019-04-20,2,34,0,0,0,1,5,11,17,0,0,0
2019-04-20,3,42,0,0,0,0,0,9,22,11,0,0
2019-04-20,5,795,0,0,0,32,0,109,628,26,0,0
2019-04-20,6,1521,0,2,0,3,7,132,1355,20,1,1
2019-04-20,9,8,0,0,0,0,0,0,8,0,0,0
2019-04-20,10,1,0,0,0,0,0,1,0,0,0,0
2019-04-20,11,213,0,0,0,4,1,31,175,2,0,0
2019-04-20,13,14,0,0,0,0,0,11,3,0,0,0
2019-04-20,14,42,0,0,0,0,0,0,19,23,0,0
2019-04-21,1,16,0,0,0,0,0,11,5,0,0,0
2019-04-21,2,39,0,0,0,3,0,4,32,0,0,0
2019-04-21,3,15,0,0,0,0,0,4,1,10,0,0
2019-04-21,5,524,1,0,0,21,0,79,403,20,0,0
2019-04-21,6,1872,0,12,0,10,13,154,1667,13,3,0
2019-04-21,9,2,0,0,0,0,0,0,2,0,0,0
2019-04-21,10,3,0,0,0,0,0,0,3,0,0,0
2019-04-21,11,240,0,0,0,5,2,57,153,23,0,0
2019-04-21,13,10,0,0,0,0,0,0,10,0,0,0
2019-04-21,14,9,0,0,0,0,0,1,8,0,0,0
2019-04-22,1,49,0,0,0,1,0,4,44,0,0,0
2019-04-22,2,15,0,0,0,1,2,0,12,0,0,0
2019-04-22,3,21,0,0,0,1,0,5,14,1,0,0
2019-04-22,5,311,0,0,0,21,0,46,237,7,0,0
2019-04-22,6,468,0,0,0,10,22,62,366,7,1,0
2019-04-22,9,16,0,0,0,0,0,0,9,6,0,1
2019-04-22,10,25,0,0,0,1,0,5,11,8,0,0
2019-04-22,11,116,0,0,0,2,0,31,80,3,0,0
2019-04-22,13,1,0,0,0,0,0,0,1,0,0,0
2019-04-22,14,51,0,0,0,0,1,0,36,14,0,0
2019-04-23,1,14,0,0,0,0,0,2,12,0,0,0
2019-04-23,2,44,0,0,0,3,0,2,39,0,0,0
2019-04-23,3,53,0,0,0,1,0,7,39,6,0,0
2019-04-23,5,325,0,0,0,11,0,53,250,11,0,0
2019-04-23,6,499,0,0,0,15,6,157,311,8,2,0
2019-04-23,10,6,0,0,0,0,0,6,0,0,0,0
2019-04-23,11,118,0,0,0,6,2,24,42,44,0,0
2019-04-23,14,37,0,0,0,0,0,0,3,34,0,0
2019-04-24,1,5,0,0,0,0,0,4,1,0,0,0
2019-04-24,2,1,0,0,0,0,0,0,1,0,0,0
2019-04-24,3,19,0,0,0,0,0,0,19,0,0,0
2019-04-24,5,467,0,0,0,23,0,48,381,15,0,0
2019-04-24,6,1220,0,1,0,5,4,166,1039,5,0,0
2019-04-24,10,6,0,0,0,2,0,2,2,0,0,0
2019-04-24,11,306,0,0,0,1,1,73,210,21,0,0
2019-04-24,14,20,0,0,0,0,0,1,10,9,0,0
2019-04-25,3,40,0,0,0,1,0,2,6,31,0,0
2019-04-25,5,357,0,0,0,8,0,31,300,18,0,0
2019-04-25,6,719,0,0,0,5,1,61,651,0,0,1
2019-04-25,9,8,0,0,0,0,0,0,4,4,0,0
2019-04-25,10,7,1,0,0,1,0,1,4,0,0,0
2019-04-25,11,533,0,0,0,5,2,82,437,7,0,0
2019-04-25,14,7,0,0,0,0,0,1,2,4,0,0
2019-04-26,1,16,0,0,0,0,0,0,16,0,0,0
2019-04-26,2,2,0,0,0,2,0,0,0,0,0,0
2019-04-26,5,49,0,0,0,1,0,1,44,3,0,0
2019-04-26,6,65,0,0,0,9,3,10,42,0,1,0
2019-04-26,9,1,0,0,0,0,0,0,1,0,0,0
2019-04-26,10,6,0,0,0,3,0,1,2,0,0,0
2019-04-26,11,25,0,0,0,2,1,9,11,2,0,0
2019-04-26,14,7,0,0,0,0,0,1,0,6,0,0
2019-04-27,2,1,0,0,0,1,0,0,0,0,0,0
2019-04-27,5,20,0,0,0,3,0,0,0,17,0,0
2019-04-27,6,44,0,0,0,5,0,4,35,0,0,0
2019-04-27,11,16,0,0,0,0,0,12,3,1,0,0
2019-04-27,14,28,0,0,0,0,0,2,5,21,0,0
2019-04-28,1,16,0,0,0,0,0,13,0,3,0,0
2019-04-28,3,19,0,0,0,2,0,2,15,0,0,0
2019-04-28,5,37,0,0,0,1,0,10,24,2,0,0
2019-04-28,6,130,0,0,0,3,0,19,94,14,0,0
2019-04-28,10,7,0,0,0,2,0,4,1,0,0,0
2019-04-28,11,19,0,0,0,3,1,10,5,0,0,0
2019-04-28,14,26,0,0,0,0,0,0,6,20,0,0
2019-04-29,2,3,0,0,0,0,0,2,1,0,0,0
2019-04-29,3,13,0,0,0,1,1,0,0,11,0,0
2019-04-29,5,60,0,0,0,1,0,8,47,4,0,0
2019-04-29,6,119,0,0,0,11,7,23,77,1,0,0
2019-04-29,10,4,0,0,0,0,0,3,1,0,0,0
2019-04-29,11,70,0,0,0,5,1,25,39,0,0,0
2019-04-29,14,3,0,0,0,0,0,1,1,1,0,0
2019-04-30,1,34,0,0,0,0,0,1,17,16,0,0
2019-04-30,2,1,0,0,0,0,1,0,0,0,0,0
2019-04-30,3,23,0,0,0,4,0,3,6,10,0,0
2019-04-30,5,31,0,0,0,0,0,7,24,0,0,0
2019-04-30,6,222,0,1,0,6,2,32,175,6,0,0
2019-04-30,9,7,0,0,0,0,0,0,0,7,0,0
2019-04-30,10,5,0,0,0,1,0,3,1,0,0,0
2019-04-30,11,80,0,0,0,15,1,30,21,13,0,0
2019-04-30,14,25,0,0,0,3,0,2,8,12,0,0
2019-05-01,1,36,0,0,0,0,0,5,31,0,0,0
2019-05-01,3,31,0,0,0,0,0,9,22,0,0,0
2019-05-01,5,2047,1,0,0,57,0,118,1768,103,0,0
2019-05-01,6,195,0,1,0,11,4,33,144,2,0,0
2019-05-01,9,3,0,0,0,0,0,0,0,3,0,0
2019-05-01,10,17,0,0,0,7,0,4,6,0,0,0
2019-05-01,11,65,0,0,0,3,0,22,36,4,0,0
2019-05-01,14,61,0,0,0,0,0,5,36,20,0,0
2019-05-02,1,5,0,0,0,0,0,0,5,0,0,0
2019-05-02,3,40,0,0,0,2,0,0,14,24,0,0
2019-05-02,5,1780,0,0,0,40,0,125,1550,65,0,0
2019-05-02,6,1100,0,1,0,8,1,70,993,27,0,0
2019-05-02,10,33,0,0,0,0,0,2,31,0,0,0
2019-05-02,11,65,0,0,0,7,3,24,30,1,0,0
2019-05-02,14,24,0,0,0,0,1,0,3,20,0,0
2019-05-03,1,2,0,0,0,0,0,0,2,0,0,0
2019-05-03,3,1,0,0,0,0,1,0,0,0,0,0
2019-05-03,6,63,0,0,0,1,0,7,53,2,0,0
2019-05-03,8,1,0,0,0,1,0,0,0,0,0,0
2019-05-03,10,3,0,0,0,1,0,2,0,0,0,0
2019-05-03,11,20,0,0,0,1,2,14,2,1,0,0
2019-05-04,1,1,0,0,0,0,0,1,0,0,0,0
2019-05-04,3,12,0,0,0,0,0,0,12,0,0,0
2019-05-04,6,92,0,0,0,8,1,8,57,18,0,0
2019-05-04,11,29,0,0,0,1,0,10,7,11,0,0
2019-05-04,14,3,0,0,0,0,0,1,2,0,0,0
2019-05-05,1,27,0,0,0,2,0,1,23,1,0,0
2019-05-05,2,3,0,0,0,1,1,1,0,0,0,0
2019-05-05,3,31,0,0,0,0,0,2,11,18,0,0
2019-05-05,5,197,0,0,0,6,1,28,136,26,0,0
2019-05-05,6,280,0,1,0,4,0,44,228,3,0,0
2019-05-05,9,1,0,0,0,0,0,0,1,0,0,0
2019-05-05,10,3,0,0,0,0,0,2,1,0,0,0
2019-05-05,11,110,0,0,0,5,0,50,51,4,0,0
2019-05-05,14,14,0,0,0,1,0,0,11,2,0,0
2019-05-06,1,33,0,0,0,1,0,4,18,10,0,0
2019-05-06,2,1,0,0,0,0,0,1,0,0,0,0
2019-05-06,3,11,0,0,0,0,0,0,0,11,0,0
2019-05-06,5,697,0,0,0,31,0,63,576,27,0,0
2019-05-06,6,273,0,0,0,5,2,11,247,8,0,0
2019-05-06,9,5,0,0,0,0,0,1,4,0,0,0
2019-05-06,10,6,0,0,0,1,0,0,3,2,0,0
2019-05-06,11,100,0,0,0,8,3,43,41,5,0,0
2019-05-06,14,17,0,0,0,0,0,1,3,13,0,0
2019-05-07,1,35,0,0,0,0,0,7,28,0,0,0
2019-05-07,2,7,0,0,0,0,0,0,7,0,0,0
2019-05-07,5,815,0,0,0,10,0,34,714,57,0,0
2019-05-07,10,2,0,0,0,1,0,1,0,0,0,0
2019-05-07,11,731,0,0,0,3,1,207,497,23,0,0
2019-05-07,14,20,0,0,0,0,0,1,2,17,0,0
2019-05-08,1,14,0,0,0,0,0,5,7,1,1,0
2019-05-08,2,4,0,0,0,1,3,0,0,0,0,0
2019-05-08,5,195,0,0,0,4,0,16,169,6,0,0
2019-05-08,10,2,0,0,0,0,0,2,0,0,0,0
2019-05-08,11,524,0,0,0,1,0,143,376,4,0,0
2019-05-08,14,15,0,0,0,0,0,0,2,13,0,0
2019-05-09,1,7,0,0,0,0,0,2,0,5,0,0
2019-05-09,2,20,0,0,0,0,0,0,20,0,0,0
2019-05-09,3,39,0,0,0,1,1,1,9,27,0,0
2019-05-09,5,510,0,0,0,15,0,31,411,52,1,0
2019-05-09,10,2,0,0,0,2,0,0,0,0,0,0
2019-05-09,11,8,0,0,0,2,0,6,0,0,0,0
2019-05-09,14,7,0,0,0,0,0,0,7,0,0,0
2019-05-10,1,28,0,0,0,1,0,3,10,14,0,0
2019-05-10,2,1,0,0,0,0,0,0,1,0,0,0
2019-05-10,3,1,0,0,0,0,0,0,1,0,0,0
2019-05-10,5,977,0,0,0,18,0,34,821,104,0,0
2019-05-10,10,5,0,0,0,3,0,2,0,0,0,0
2019-05-10,11,305,0,0,0,2,2,54,225,21,1,0
2019-05-10,13,1,0,0,0,0,1,0,0,0,0,0
2019-05-10,14,15,0,0,0,0,2,0,3,10,0,0
2019-05-11,1,14,0,0,0,0,0,9,2,3,0,0
2019-05-11,2,3,0,0,0,2,1,0,0,0,0,0
2019-05-11,3,70,0,0,0,2,0,4,62,2,0,0
2019-05-11,5,325,0,0,0,10,0,16,250,49,0,0
2019-05-11,10,26,0,0,0,0,0,1,24,1,0,0
2019-05-11,11,70,0,0,0,3,0,25,33,9,0,0
2019-05-11,13,8,0,0,0,0,0,1,0,4,3,0
2019-05-11,14,6,0,0,0,0,0,0,2,4,0,0
2019-05-12,1,50,0,0,0,0,0,5,40,4,1,0
2019-05-12,2,2,0,0,0,0,0,2,0,0,0,0
2019-05-12,3,2,0,0,0,0,2,0,0,0,0,0
2019-05-12,5,259,0,0,0,4,0,11,217,27,0,0
2019-05-12,10,29,0,0,0,2,0,2,2,21,2,0
2019-05-12,11,88,0,0,0,5,1,36,46,0,0,0
2019-05-12,13,11,0,0,0,0,7,4,0,0,0,0
2019-05-12,14,9,0,0,0,0,0,2,4,3,0,0
2019-05-13,1,22,0,0,0,0,0,0,14,8,0,0
2019-05-13,2,14,0,0,0,0,0,7,7,0,0,0
2019-05-13,3,5,0,0,0,1,1,0,2,1,0,0
2019-05-13,5,211,0,0,0,7,0,6,182,16,0,0
2019-05-13,10,66,0,0,0,3,0,7,56,0,0,0
2019-05-13,11,87,0,0,0,5,1,44,29,8,0,0
2019-05-13,14,36,0,0,0,1,0,2,17,16,0,0
2019-05-14,1,16,0,0,0,0,0,5,10,1,0,0
2019-05-14,2,44,0,0,0,0,0,23,21,0,0,0
2019-05-14,3,31,0,0,0,1,1,1,24,4,0,0
2019-05-14,5,119,0,0,0,1,0,4,95,19,0,0
2019-05-14,10,22,0,0,0,2,0,3,3,14,0,0
2019-05-14,11,165,0,0,0,8,0,75,74,7,1,0
2019-05-14,14,365,0,0,0,1,0,2,257,105,0,0
2019-05-15,1,27,0,0,0,0,1,4,15,7,0,0
2019-05-15,2,91,0,0,0,0,3,49,38,0,1,0
2019-05-15,3,402,0,0,0,0,0,4,398,0,0,0
2019-05-15,5,215,0,0,0,2,0,9,177,27,0,0
2019-05-15,10,7,0,0,0,0,0,3,2,2,0,0
2019-05-15,11,88,0,0,0,4,2,27,46,9,0,0
2019-05-15,14,23,0,0,0,1,0,0,15,7,0,0
2019-05-16,1,34,0,0,0,0,0,7,16,11,0,0
2019-05-16,2,5,0,0,0,1,3,0,1,0,0,0
2019-05-16,3,10,0,0,0,0,0,0,3,6,1,0
2019-05-16,5,85,0,0,0,0,0,4,69,12,0,0
2019-05-16,10,7,0,0,0,1,0,6,0,0,0,0
2019-05-16,11,61,0,0,0,2,1,17,40,1,0,0
2019-05-16,14,438,0,0,0,0,0,0,332,106,0,0
2019-05-17,1,15,0,0,0,0,0,0,15,0,0,0
2019-05-17,3,113,0,0,0,0,0,8,104,1,0,0
2019-05-17,5,55,0,0,0,3,0,10,25,17,0,0
2019-05-17,10,42,0,0,0,5,0,5,18,14,0,0
2019-05-17,11,24,0,0,0,1,0,18,4,1,0,0
2019-05-17,13,3,0,0,0,0,3,0,0,0,0,0
2019-05-17,14,51,0,0,0,2,2,0,23,24,0,0
2019-05-18,1,4,0,0,0,0,0,1,3,0,0,0
2019-05-18,2,1,0,0,0,0,1,0,0,0,0,0
2019-05-18,3,404,0,0,0,1,1,22,369,11,0,0
2019-05-18,5,340,0,0,0,11,0,24,294,11,0,0
2019-05-18,10,63,0,0,0,0,0,4,53,6,0,0
2019-05-18,11,79,0,0,0,9,0,19,25,25,0,1
2019-05-18,14,53,0,0,0,1,0,0,8,44,0,0
2019-05-19,1,31,0,0,0,0,0,4,25,2,0,0
2019-05-19,2,2,0,0,0,0,1,1,0,0,0,0
2019-05-19,3,799,0,0,0,0,1,23,751,24,0,0
2019-05-19,5,282,0,0,0,4,0,27,223,27,1,0
2019-05-19,10,47,0,0,0,2,0,4,32,9,0,0
2019-05-19,11,343,0,0,0,6,1,59,265,11,1,0
2019-05-19,13,7,0,0,0,0,0,0,7,0,0,0
2019-05-19,14,385,0,0,0,2,5,5,300,73,0,0
2019-05-20,1,25,0,0,0,0,0,1,18,5,1,0
2019-05-20,2,10,0,0,0,5,0,0,1,4,0,0
2019-05-20,3,387,0,0,0,0,0,42,345,0,0,0
2019-05-20,5,851,1,0,0,41,0,109,656,44,0,0
2019-05-20,10,81,0,0,0,2,0,12,67,0,0,0
2019-05-20,11,111,0,0,0,3,1,23,74,7,0,3
2019-05-20,13,21,0,0,0,0,0,0,14,7,0,0
2019-05-20,14,146,0,0,0,0,0,1,133,12,0,0
2019-05-21,1,100,0,0,0,0,0,12,76,10,2,0
2019-05-21,2,25,0,0,0,1,0,21,3,0,0,0
2019-05-21,3,523,0,0,0,5,0,36,474,7,1,0
2019-05-21,5,815,0,0,0,21,0,42,622,130,0,0
2019-05-21,10,67,0,0,0,0,0,2,61,4,0,0
2019-05-21,11,130,0,0,0,7,2,34,56,30,1,0
2019-05-21,13,4,0,0,0,0,0,0,0,4,0,0
2019-05-21,14,105,0,0,0,0,0,4,69,32,0,0
2019-05-22,1,68,0,0,0,1,0,1,49,17,0,0
2019-05-22,2,6,0,0,0,0,0,4,2,0,0,0
2019-05-22,3,5099,0,4,0,3,0,100,4809,181,2,0
2019-05-22,5,743,0,0,0,28,0,59,581,75,0,0
2019-05-22,10,22,0,0,0,2,0,7,8,5,0,0
2019-05-22,11,258,0,0,0,20,20,35,157,25,0,1
2019-05-22,13,1,0,0,0,0,0,0,1,0,0,0
2019-05-22,14,84,0,0,0,1,1,3,58,21,0,0
2019-05-23,1,87,0,0,0,0,1,5,68,13,0,0
2019-05-23,2,23,0,0,0,0,0,22,1,0,0,0
2019-05-23,3,5205,1,7,0,0,0,248,4823,126,0,0
2019-05-23,5,1460,0,0,0,76,0,102,1136,145,1,0
2019-05-23,10,50,0,0,0,3,4,8,35,0,0,0
2019-05-23,11,223,0,0,0,4,3,45,118,51,2,0
2019-05-23,14,219,0,0,0,0,5,5,156,53,0,0
2019-05-24,1,24,0,0,0,0,0,2,22,0,0,0
2019-05-24,2,8,0,0,0,0,0,0,8,0,0,0
2019-05-24,3,2166,0,0,0,0,0,103,2019,44,0,0
2019-05-24,5,841,0,0,0,25,0,41,678,97,0,0
2019-05-24,6,70,0,0,0,6,1,16,34,13,0,0
2019-05-24,9,10,0,0,0,2,7,0,1,0,0,0
2019-05-24,10,31,0,0,0,4,0,4,19,4,0,0
2019-05-24,11,108,0,0,0,7,9,12,38,40,2,0
2019-05-24,12,123,0,0,0,5,8,6,54,50,0,0
2019-05-24,13,15,0,0,0,0,2,2,10,1,0,0
2019-05-24,14,228,0,0,0,2,0,13,184,29,0,0
2019-05-25,2,7,0,0,0,0,0,2,4,1,0,0
2019-05-25,3,8857,1,1,0,1,0,243,8606,5,0,0
2019-05-25,5,530,0,0,0,52,0,66,389,23,0,0
2019-05-25,9,15,0,0,0,0,0,6,9,0,0,0
2019-05-25,10,97,0,1,0,2,2,4,69,19,0,0
2019-05-25,11,51,0,0,0,0,2,15,32,2,0,0
2019-05-25,12,465,0,0,0,2,5,49,304,104,1,0
2019-05-25,13,9,0,0,0,0,4,0,1,4,0,0
2019-05-25,14,120,1,0,0,0,0,7,78,34,0,0
2019-05-26,2,11,0,0,0,1,1,0,9,0,0,0
2019-05-26,3,11149,1,2,0,1,0,1279,9862,3,1,0
2019-05-26,5,286,0,0,0,39,0,51,156,40,0,0
2019-05-26,9,37,0,0,0,0,2,0,35,0,0,0
2019-05-26,10,36,0,0,0,0,0,1,35,0,0,0
2019-05-26,11,35,0,0,0,2,8,2,23,0,0,0
2019-05-26,12,129,1,0,0,7,16,5,60,39,1,0
2019-05-26,14,104,0,0,0,3,0,12,48,41,0,0
2019-05-27,2,10,0,0,0,0,0,1,9,0,0,0
2019-05-27,3,6893,0,1,0,0,0,575,6316,1,0,0
2019-05-27,5,468,0,0,0,31,0,50,354,32,1,0
2019-05-27,6,3,0,0,0,0,0,1,2,0,0,0
2019-05-27,10,40,0,0,0,1,0,1,31,7,0,0
2019-05-27,11,5,0,0,0,0,1,1,3,0,0,0
2019-05-27,12,80,0,0,0,0,19,7,25,29,0,0
2019-05-27,14,17,0,0,0,0,7,0,9,1,0,0
2019-05-28,1,17,0,0,0,0,0,0,17,0,0,0
2019-05-28,2,36,0,0,0,3,1,3,29,0,0,0
2019-05-28,3,2491,0,1,0,0,0,166,2303,21,0,0
2019-05-28,4,11,0,0,0,0,0,0,0,11,0,0
2019-05-28,5,176,0,0,0,11,0,10,133,22,0,0
2019-05-28,6,470,0,1,0,11,2,118,317,21,0,0
2019-05-28,7,5976,2,19,0,1,1,477,5431,38,7,0
2019-05-28,9,39,0,0,0,0,4,0,23,12,0,0
2019-05-28,10,54,0,0,0,5,0,7,42,0,0,0
2019-05-28,11,607,0,0,0,0,3,66,531,7,0,0
2019-05-28,12,44,0,0,0,2,2,4,14,22,0,0
2019-05-28,14,33,0,0,0,2,5,0,19,7,0,0
2019-05-29,1,70,0,0,0,0,0,18,45,7,0,0
2019-05-29,2,6,0,0,0,1,0,4,1,0,0,0
2019-05-29,4,8242,0,0,0,0,0,236,8004,2,0,0
2019-05-29,5,653,0,0,0,46,0,97,469,40,1,0
2019-05-29,6,133,0,0,0,5,1,19,100,8,0,0
2019-05-29,7,11470,0,17,0,11,0,441,10716,272,13,0
2019-05-29,9,17,0,0,0,0,3,1,13,0,0,0
2019-05-29,10,4,0,0,0,2,0,2,0,0,0,0
2019-05-29,11,289,0,0,0,4,0,35,220,30,0,0
2019-05-29,12,199,0,0,0,3,3,24,104,65,0,0
2019-05-29,14,59,0,0,0,2,3,2,21,31,0,0
2019-05-30,1,80,0,0,0,0,0,19,60,1,0,0
2019-05-30,2,3,0,0,0,1,0,2,0,0,0,0
2019-05-30,3,4,0,0,0,4,0,0,0,0,0,0
2019-05-30,4,10341,0,2,0,1,0,240,10097,1,0,0
2019-05-30,5,507,0,0,0,77,0,101,320,9,0,0
2019-05-30,6,99,0,0,0,8,1,25,18,47,0,0
2019-05-30,7,10660,0,4,0,2,0,878,9529,246,1,0
2019-05-30,9,29,0,0,0,0,14,0,12,3,0,0
2019-05-30,10,25,0,0,0,1,0,4,20,0,0,0
2019-05-30,11,253,0,0,0,19,19,43,166,6,0,0
2019-05-30,12,163,0,0,0,1,3,20,94,44,0,1
2019-05-30,14,159,0,0,0,2,2,33,117,5,0,0
2019-05-31,1,83,0,0,0,1,1,15,66,0,0,0
2019-05-31,2,9,0,0,0,1,0,4,3,1,0,0
2019-05-31,3,15,0,0,0,0,1,0,3,11,0,0
2019-05-31,4,6308,0,1,0,0,0,352,5911,44,0,0
2019-05-31,5,747,0,0,0,43,0,61,556,86,1,0
2019-05-31,6,72,0,0,0,9,1,16,27,19,0,0
2019-05-31,7,12217,0,8,0,5,1,899,11230,62,11,1
2019-05-31,9,9,0,0,0,0,0,0,4,5,0,0
2019-05-31,10,8,0,0,0,3,0,0,2,3,0,0
2019-05-31,11,610,0,0,0,9,11,155,434,1,0,0
2019-05-31,12,49,0,0,0,2,0,6,23,18,0,0
2019-05-31,14,646,0,0,0,0,0,5,567,74,0,0
2019-06-01,1,54,0,0,0,1,0,13,38,2,0,0
2019-06-01,2,29,0,0,0,0,0,15,13,0,1,0
2019-06-01,3,1,0,0,0,1,0,0,0,0,0,0
2019-06-01,4,3199,0,2,0,0,0,200,2832,165,0,0
2019-06-01,5,562,0,0,0,24,0,49,447,42,0,0
2019-06-01,6,148,0,0,0,10,0,56,39,43,0,0
2019-06-01,7,10452,1,11,0,3,0,601,9621,200,15,0
2019-06-01,9,17,0,1,0,2,0,0,8,6,0,0
2019-06-01,10,43,0,0,0,1,0,2,22,17,1,0
2019-06-01,11,2192,0,0,0,7,0,327,1640,212,6,0
2019-06-01,12,179,0,0,0,4,23,9,80,63,0,0
2019-06-01,13,1,0,0,0,0,0,1,0,0,0,0
2019-06-01,14,566,0,0,0,5,0,4,520,37,0,0
2019-06-02,1,75,0,0,0,1,0,21,53,0,0,0
2019-06-02,2,1,0,0,0,0,0,0,1,0,0,0
2019-06-02,3,9,0,0,0,7,0,1,0,1,0,0
2019-06-02,4,4595,0,0,0,0,0,247,4348,0,0,0
2019-06-02,5,430,0,0,0,29,0,40,335,26,0,0
2019-06-02,6,140,0,0,0,5,1,42,83,9,0,0
2019-06-02,7,9777,0,2,0,2,0,1247,8446,79,1,0
2019-06-02,9,4,0,0,0,0,0,0,4,0,0,0
2019-06-02,10,37,0,0,0,10,3,4,18,2,0,0
2019-06-02,11,1417,0,0,0,27,4,267,1068,48,1,2
2019-06-02,12,156,0,0,0,1,2,16,115,20,2,0
2019-06-02,13,74,0,0,0,0,4,1,68,0,1,0
2019-06-02,14,462,0,0,0,2,0,22,427,11,0,0
2019-06-03,1,146,0,0,0,0,0,35,109,1,1,0
2019-06-03,3,31,0,0,0,0,0,5,26,0,0,0
2019-06-03,4,6375,1,1,0,1,0,108,5114,1144,6,0
2019-06-03,5,823,1,0,0,37,0,54,610,121,0,0
2019-06-03,6,86,0,0,0,9,4,19,34,20,0,0
2019-06-03,7,14478,0,14,0,5,0,1001,13290,151,17,0
2019-06-03,9,5,0,0,0,0,0,3,2,0,0,0
2019-06-03,10,40,0,0,0,2,0,4,7,27,0,0
2019-06-03,11,354,0,0,0,5,1,100,219,29,0,0
2019-06-03,12,132,0,0,0,9,0,13,47,63,0,0
2019-06-03,14,249,0,0,0,0,0,24,206,19,0,0
2019-06-04,1,204,0,0,0,0,0,65,132,5,2,0
2019-06-04,2,20,0,0,0,0,0,0,20,0,0,0
2019-06-04,3,11,0,0,0,0,0,0,11,0,0,0
2019-06-04,4,6659,1,3,0,1,1,117,6331,201,4,0
2019-06-04,5,740,0,0,0,22,0,42,596,80,0,0
2019-06-04,6,108,1,0,0,3,1,46,47,10,0,0
2019-06-04,7,23576,1,52,0,7,0,1473,21912,93,38,0
2019-06-04,9,10,0,0,0,0,1,0,8,1,0,0
2019-06-04,10,30,0,0,0,0,1,5,24,0,0,0
2019-06-04,11,749,0,0,0,23,39,143,533,11,0,0
2019-06-04,12,83,0,0,0,15,5,12,34,17,0,0
2019-06-04,14,78,0,0,0,0,0,0,72,6,0,0
2019-06-05,1,80,0,0,0,0,0,20,59,1,0,0
2019-06-05,2,4,0,0,0,0,0,3,1,0,0,0
2019-06-05,3,8,0,0,0,0,0,2,6,0,0,0
2019-06-05,4,7538,3,3,0,3,2,189,6656,679,3,0
2019-06-05,5,738,0,0,0,25,0,65,599,49,0,0
2019-06-05,6,80,0,0,0,5,2,41,30,2,0,0
2019-06-05,7,19570,0,29,0,5,0,767,18656,91,22,0
2019-06-05,9,2,0,0,0,0,2,0,0,0,0,0
2019-06-05,10,37,0,0,0,2,2,4,25,4,0,0
2019-06-05,11,683,0,0,0,6,39,174,455,8,1,0
2019-06-05,12,191,0,0,0,14,4,26,112,35,0,0
2019-06-05,13,1,0,0,0,0,0,0,0,1,0,0
2019-06-05,14,381,0,0,0,2,0,32,341,6,0,0
2019-06-06,1,17,0,0,0,0,0,1,13,3,0,0
2019-06-06,2,20,0,0,0,0,0,1,19,0,0,0
2019-06-06,3,39,0,0,0,0,0,17,20,2,0,0
2019-06-06,4,1850,3,1,0,0,0,87,1691,67,1,0
2019-06-06,5,625,0,0,0,34,0,77,476,38,0,0
2019-06-06,6,199,0,0,0,7,4,65,98,25,0,0
2019-06-06,7,17859,0,49,0,10,2,934,16637,185,42,0
2019-06-06,9,17,0,0,0,0,0,1,10,6,0,0
2019-06-06,10,48,0,0,0,1,0,0,25,22,0,0
2019-06-06,11,410,0,1,0,7,15,75,257,52,3,0
2019-06-06,12,53,0,0,0,4,0,3,32,14,0,0
2019-06-06,14,122,0,0,0,0,0,1,106,15,0,0
2019-06-07,1,49,0,0,0,0,0,2,43,4,0,0
2019-06-07,2,4,0,0,0,0,0,1,3,0,0,0
2019-06-07,3,1,0,0,0,1,0,0,0,0,0,0
2019-06-07,4,2924,0,0,0,1,0,223,2623,76,1,0
2019-06-07,5,707,1,0,0,26,0,57,587,35,1,0
2019-06-07,6,292,0,0,0,1,3,136,145,7,0,0
2019-06-07,7,18121,0,42,0,7,1,1147,16839,51,34,0
2019-06-07,9,18,0,0,0,0,0,0,15,3,0,0
2019-06-07,10,6,0,0,0,0,0,5,1,0,0,0
2019-06-07,11,677,0,0,0,0,3,178,496,0,0,0
2019-06-07,12,43,0,0,0,2,4,3,10,24,0,0
2019-06-07,13,12,0,0,0,0,0,0,12,0,0,0
2019-06-07,14,472,0,0,0,1,0,12,458,1,0,0
2019-06-08,1,56,0,0,0,0,0,0,50,6,0,0
2019-06-08,3,4,0,0,0,0,0,0,0,4,0,0
2019-06-08,4,2492,0,0,0,0,0,85,2287,120,0,0
2019-06-08,5,732,0,0,0,43,0,50,555,84,0,0
2019-06-08,6,26,0,0,0,1,0,7,12,6,0,0
2019-06-08,7,14498,0,40,0,5,2,661,13707,68,15,0
2019-06-08,9,5,0,0,0,1,0,2,0,2,0,0
2019-06-08,10,34,0,0,0,1,0,4,22,7,0,0
2019-06-08,11,245,0,0,0,3,6,48,180,8,0,0
2019-06-08,12,93,0,0,0,0,0,3,48,42,0,0
2019-06-08,14,49,0,0,0,0,0,0,45,4,0,0
2019-06-09,1,130,0,0,0,0,0,17,95,18,0,0
